survey,station,latitude,longitude,collection_type,date,time_pst,tidal_stage,depth_m,lab,taxon_original,taxon,kingdom,phylum,class,algal_group,genus,species,organisms_per_ml,cells_per_ml,biovolume_cubic_um_per_ml,gald_um,quality_check,debris
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-08-08,14:33:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,383.3,383.3,55210.8,5.6,good,moderate
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-08-08,14:33:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,3449.8,3449.8,496897.4,2.8,good,moderate
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-08-08,14:33:00,high_slack,0,BSA,Cryptomonas sp.,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,383.3,383.3,55210.8,18.5,good,moderate
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-08-08,14:33:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,149490,299363.3,43119652.2,0.8,good,moderate
AWCA,FC_WAT_1,38.077333,-121.646917,grab_surface,2018-08-08,14:33:00,high_slack,0,BSA,Chroococcus minutus,Chroococcus minutus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minutus,766.6,1149.9,165632.5,5.6,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,328.5,328.5,47323.6,4.6,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,12813.4,12813.4,1845618.9,3.7,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,Lagerheimia genevensis,Lagerheimia genevensis,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Lagerheimia,genevensis,657.1,657.1,94647.1,5.6,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,cf. Kephyrion sp.,cf. Kephyrion sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Kephyrion,sp.,328.5,328.5,47323.6,7.4,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,cf. Ochromonas sp.,cf. Ochromonas sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Ochromonas,sp.,328.5,328.5,47323.6,9.3,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,Cryptomonas sp.,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,985.6,985.6,141970.7,18.5,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,lacustris,328.5,328.5,47323.6,13,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,116635.1,235898.5,33978317.5,0.8,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,Chroococcus minimus,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minimus,1314.2,2628.4,378588.5,2.8,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,Chroococcus minutus,Chroococcus minutus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minutus,2299.8,3614,520559.2,5.6,good,moderate
AWCA,FC_SAV_2,38.080861,-121.647718,grab_surface,2018-08-08,14:45:00,high_slack,0,BSA,cf. Planktolyngbya sp.,cf. Planktolyngbya sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Planktolyngbya,sp.,328.5,16427.5,2366178.1,0.9,good,moderate
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-08-08,15:04:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,255.5,255.5,36807.2,7.4,good,moderate
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-08-08,15:04:00,high_slack,0,BSA,cf. Skeletonema sp.,cf. Skeletonema sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Skeletonema,sp.,766.6,766.6,110421.6,5.6,good,moderate
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-08-08,15:04:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,9966,9966,1435481.4,2.8,good,moderate
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-08-08,15:04:00,high_slack,0,BSA,Cryptomonas sp.,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,511.1,511.1,73614.4,22.2,good,moderate
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-08-08,15:04:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,255.5,255.5,36807.2,6.5,good,moderate
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-08-08,15:04:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,97615.7,195742.5,28194326.6,0.8,good,moderate
AWCA,FC_WAT_2,38.080866,-121.646944,grab_surface,2018-08-08,15:04:00,high_slack,0,BSA,Chroococcus minutus,Chroococcus minutus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minutus,511.1,511.1,73614.4,5.6,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-08-08,15:40:00,high_slack,0,BSA,Achnanthidium sp.,Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,328.5,328.5,47323.6,9.3,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-08-08,15:40:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,328.5,328.5,47323.6,5.6,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-08-08,15:40:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,4928.2,4928.2,709853.4,2.8,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-08-08,15:40:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,1314.2,1314.2,189294.2,7.4,good,moderate
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-08-08,15:40:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,139633.5,280581.2,40414321.9,0.8,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-08-08,16:17:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,1642.7,1642.7,236617.8,5.6,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-08-08,16:17:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,6242.4,6242.4,899147.7,3.7,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-08-08,16:17:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,328.5,328.5,47323.6,11.1,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-08-08,16:17:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,328.5,328.5,47323.6,5.6,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-08-08,16:17:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,129777,261853.9,37716878.9,0.8,good,moderate
AWCA,DI_WAT_1,38.083217,-121.719914,grab_surface,2018-08-08,16:17:00,high_slack,0,BSA,Chroococcus minimus,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minimus,328.5,657.1,94647.1,1.9,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-08-08,16:36:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,657.1,657.1,94647.1,22.2,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-08-08,16:36:00,high_slack,0,BSA,cf. Chlamydomonas sp.,cf. Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,328.5,328.5,47323.6,9.3,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-08-08,16:36:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,2956.9,2956.9,425912.1,2.8,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-08-08,16:36:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,144890.3,289780.6,41739381.6,0.8,good,moderate
AWCA,DI_SAV_2,38.083452,-121.722303,grab_surface,2018-08-08,16:36:00,high_slack,0,BSA,Chroococcus minimus,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minimus,328.5,657.1,94647.1,1.9,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-08-08,16:50:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,383.3,383.3,55210.8,3.7,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-08-08,16:50:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,6516.2,6516.2,938584,2.8,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-08-08,16:50:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,383.3,383.3,55210.8,8.2,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-08-08,16:50:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,383.3,383.3,55210.8,6.5,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-08-08,16:50:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,164822.3,331561.2,47757361.3,0.8,good,moderate
AWCA,DI_WAT_2,38.083057,-121.721925,grab_surface,2018-08-08,16:50:00,high_slack,0,BSA,Pseudanabaena sp.,Pseudanabaena sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Pseudanabaena,sp.,383.3,1149.9,165632.5,1.9,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-09-17,14:15:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,176.9,176.9,25481.9,16.7,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-09-17,14:15:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,176.9,176.9,25481.9,7.4,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-09-17,14:15:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,3007.5,3007.5,433192.6,2.8,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-09-17,14:15:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,707.6,707.6,101927.7,10.2,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-09-17,14:15:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,176.9,176.9,25481.9,5.6,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-09-17,14:15:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,67226.3,134983.3,19442703.4,0.8,good,moderate
AWCA,LH_SAV_1,38.24546173,-121.6926934,grab_surface,2018-09-17,14:15:00,high_slack,0,BSA,Chroococcus minimus,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minimus,176.9,353.8,50963.8,2.8,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-09-17,14:55:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,230,230,33126.5,14.8,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-09-17,14:55:00,high_slack,0,BSA,Actinastrum hantzschii,Actinastrum hantzschii,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Actinastrum,hantzschii,230,1379.9,198759,2.8,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-09-17,14:55:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,5979.6,5979.6,861288.8,3.7,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-09-17,14:55:00,high_slack,0,BSA,Scenedesmus sp.,Scenedesmus sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Scenedesmus,sp.,230,460,66253,4.6,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-09-17,14:55:00,high_slack,0,BSA,cf. Chrysochromulina sp.,cf. Chrysochromulina sp.,Chromista,Haptophyta,Prymnesiophyceae,Haptophytes,Chrysochromulina,sp.,230,230,33126.5,3.7,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-09-17,14:55:00,high_slack,0,BSA,cf. Kephyrion sp.,cf. Kephyrion sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Kephyrion,sp.,230,230,33126.5,5.6,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-09-17,14:55:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,919.9,919.9,132506,11.1,good,moderate
AWCA,LH_WAT_1,38.248156,-121.691966,grab_surface,2018-09-17,14:55:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,88084.1,177778.1,25606779.4,0.8,good,moderate
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-09-17,15:15:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,3909.7,3909.7,563150.4,3.7,good,low
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-09-17,15:15:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,460,460,66253,9.3,good,low
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-09-17,15:15:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,230,230,33126.5,7.4,good,low
AWCA,LH_WAT_2,38.25269852,-121.69318,grab_surface,2018-09-17,15:15:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,89464,178928,25772411.8,0.8,good,low
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-09-17,15:30:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,153.3,153.3,22084.3,27.8,good,low
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-09-17,15:30:00,high_slack,0,BSA,cf. Cyclotella sp.,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,306.6,306.6,44168.7,4.6,good,low
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-09-17,15:30:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,460,460,66253,5.6,good,low
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-09-17,15:30:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,4293,4293,618361.2,3.7,good,low
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-09-17,15:30:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,153.3,153.3,22084.3,5.6,good,low
AWCA,LH_SAV_2,38.25175626,-121.6937654,grab_surface,2018-09-17,15:30:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,57802.8,115758.9,16673668.3,0.8,good,low
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2018-09-17,16:15:00,high_slack,0,BSA,Cocconeis placentula,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,100,100,14402.8,22.2,good,low
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2018-09-17,16:15:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,1699.9,1699.9,244848,2.8,good,low
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2018-09-17,16:15:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,300,300,43208.5,7.4,good,low
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2018-09-17,16:15:00,high_slack,0,BSA,Rhodomonas lacustris,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,lacustris,100,100,14402.8,13,good,low
AWCA,FI_SAV_1,38.268811,-121.696786,grab_surface,2018-09-17,16:15:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,38897.4,78294.8,11277410.6,0.8,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-09-17,16:40:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,2644.8,2644.8,380954.7,3.7,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-09-17,16:40:00,high_slack,0,BSA,Cryptomonas sp.,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,115,115,16563.2,20.4,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-09-17,16:40:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,115,115,16563.2,8.2,good,low
AWCA,FI_WAT_1,38.269808,-121.696769,grab_surface,2018-09-17,16:40:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,44502,89349,12869642.7,0.8,good,low
AWCA,FI_SAV_2,38.2740994,-121.7000186,grab_surface,2018-09-17,17:00:00,high_slack,0,BSA,Nitzschia sp.,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,255.5,255.5,36807.2,18.5,good,low
AWCA,FI_SAV_2,38.2740994,-121.7000186,grab_surface,2018-09-17,17:00:00,high_slack,0,BSA,Chlamydomonas sp.,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlamydomonas,sp.,766.6,766.6,110421.6,7.4,good,low
AWCA,FI_SAV_2,38.2740994,-121.7000186,grab_surface,2018-09-17,17:00:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,5110.8,5110.8,736144.3,2.8,good,low
AWCA,FI_SAV_2,38.2740994,-121.7000186,grab_surface,2018-09-17,17:00:00,high_slack,0,BSA,cf. Chrysochromulina sp.,cf. Chrysochromulina sp.,Chromista,Haptophyta,Prymnesiophyceae,Haptophytes,Chrysochromulina,sp.,511.1,511.1,73614.4,2.8,good,low
AWCA,FI_SAV_2,38.2740994,-121.7000186,grab_surface,2018-09-17,17:00:00,high_slack,0,BSA,cf. Kephyrion sp.,cf. Kephyrion sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Kephyrion,sp.,511.1,511.1,73614.4,5.6,good,low
AWCA,FI_SAV_2,38.2740994,-121.7000186,grab_surface,2018-09-17,17:00:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,511.1,511.1,73614.4,9.3,good,low
AWCA,FI_SAV_2,38.2740994,-121.7000186,grab_surface,2018-09-17,17:00:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,99148.9,199575.5,28746434.8,0.8,good,low
AWCA,FI_SAV_2,38.2740994,-121.7000186,grab_surface,2018-09-17,17:00:00,high_slack,0,BSA,cf. Chroococcus sp.,cf. Chroococcus sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,sp.,255.5,766.6,110421.6,1.9,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-09-17,17:10:00,high_slack,0,BSA,Achnanthidium sp.,Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,530.7,530.7,76445.8,11.1,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-09-17,17:10:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,2122.9,2122.9,305783,3.7,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-09-17,17:10:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,1238.4,1238.4,178373.4,10.2,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-09-17,17:10:00,high_slack,0,BSA,Chroococcus microscopicus,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,microscopicus,69879.9,140290.6,20207161,0.8,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-09-17,17:10:00,high_slack,0,BSA,Chroococcus minimus,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,minimus,176.9,353.8,50963.8,2.8,good,low
AWCA,FI_WAT_2,38.2748989,-121.7008895,grab_surface,2018-09-17,17:10:00,high_slack,0,BSA,Pseudanabaena sp.,Pseudanabaena sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Pseudanabaena,sp.,176.9,1415.3,203855.3,4.6,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-09-18,14:08:00,high_slack,0,BSA,Chlorella sp.,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,4181.5,4181.5,602299.9,2.8,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-09-18,14:08:00,high_slack,0,BSA,Plagioselmis nannoplanctica,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,627.2,627.2,90345,11.1,good,low
AWCA,DI_SAV_1,38.083739,-121.720128,grab_surface,2018-09-18,14:08:00,high_slack,0,BSA,Plagioselmis prolonga,Teleaulax amphioxeia,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,prolonga,836.3,836.3,120460,7.4,good,low
