Date,Time,Station,Latitude,Longitude,SamplingMethod,SamplingDepth,OrigTaxon,Taxon,Kingdom,Phylum,Class,AlgalGroup,Genus,Species,Lab,Cells_per_mL,Biovolume_per_mL,QualityCheck,CurrentTaxon
2021-01-12T00:00:00Z,21:08:30,DEC,38.09325203,-121.7371772,Submersible centrifugal pump,1 meter,NA,Achnanthidium sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Achnanthidium,sp.,BSA,4,156.89,Good,None
2022-08-31T00:00:00Z,22:10:40,BIS,37.55988889,-122.2069056,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,117,62829.45,Degraded,None
2021-06-24T00:00:00Z,21:13:00,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Bacillaria paxillifera,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Bacillaria,paxillifera,BSA,7,14643.82,Good,None
2018-05-16T00:00:00Z,18:15:10,NFM,38.22333333,-121.5072222,Submersible centrifugal pump,1 meter,NA,Fragilaria sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,sp.,BSA,132,6347.24,Good,None
2021-08-18T00:00:00Z,21:16:30,SJT,38.0757,-121.5708889,Submersible centrifugal pump,1 meter,NA,Scenedesmus sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Scenedesmus,sp.,BSA,244,3071.88,Good,None
2022-08-18T00:00:00Z,22:08:58,SPB5,38.08174444,-122.3071222,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,1426,40318.36,Degraded,None
2022-02-17T00:00:00Z,22:10:00,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Entomoneis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Entomoneis,sp.,BSA,71,487852.2,Good,None
2022-06-07T00:00:00Z,22:13:23,FTMI21,37.9972222,-121.5213889,Submersible centrifugal pump,1 meter,NA,Kirchneriella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Kirchneriella,sp.,BSA,11,136.92,Degraded,None
2021-10-07T00:00:00Z,21:08:44,ORI,37.91436901,-121.5655064,Submersible centrifugal pump,1 meter,NA,Cocconeis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,BSA,187,82463.65,Good,None
2022-04-04T00:00:00Z,22:11:15,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,1467,188152.37,Good,None
2022-10-17T00:00:00Z,22:13:28,SMS,38.14196111,-121.5036889,Submersible centrifugal pump,1 meter,NA,Aulacoseira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,sp.,BSA,3056,19660002.23,Degraded,None
2022-06-21T00:00:00Z,22:12:56,FT22,38.0372222,-121.5941667,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,8941,2396.88,Degraded,None
2022-08-03T00:00:00Z,22:12:22,P4S1,38.05531944,-121.5894889,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,80,43195.25,Degraded,None
2020-06-09T00:00:00Z,20:15:18,SS,38.33616667,-121.672925,Submersible centrifugal pump,1 meter,NA,Navicula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,BSA,178,44098.21,Good,None
2022-10-18T00:00:00Z,22:15:09,LS1,38.26105,-121.748,Submersible centrifugal pump,1 meter,NA,Rhoicosphenia abbreviata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Rhoicosphenia,abbreviata,BSA,4,930.87,Degraded,None
2018-05-16T00:00:00Z,18:09:15,SJRVI,38.05019872,-121.4968961,Submersible centrifugal pump,1 meter,NA,Peridinium sp.,Protozoa,Dinozoa,Dinophyceae,Dinoflagellates,Peridinium,sp.,BSA,6,2587.53,Good,None
2022-04-25T00:00:00Z,22:10:00,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1742,7295.7,Degraded,None
2022-10-27T00:00:00Z,22:08:12,SPB1,37.98839167,-122.4187,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,183,15551.37,Degraded,None
2021-09-28T00:00:00Z,21:10:23,FTB,38.05821944,-121.5917,Van Dorn sampler,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,8517,2283.24,Good,None
2022-05-18T00:00:00Z,22:10:17,SYC,38.142,-121.47,Submersible centrifugal pump,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,244,23100.74,Degraded,None
2020-08-17T00:00:00Z,20:14:20,WGC,38.22488056,-121.556725,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,4722,1265.76,Good,None
2022-07-19T00:00:00Z,22:12:50,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,143,12095.51,Degraded,None
2022-09-22T00:00:00Z,22:09:15,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,183,7679.69,Degraded,None
2018-07-24T00:00:00Z,18:17:30,OBI,37.96992306,-121.572174,Submersible centrifugal pump,1 meter,NA,Eunotia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Eunotia,sp.,BSA,11,592.41,Good,None
2022-02-16T00:00:00Z,22:09:00,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,NA,Pseudostaurosira brevistriata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Pseudostaurosira,brevistriata,BSA,58,7667.48,Good,None
2019-08-20T00:00:00Z,19:10:45,WGA,38.25769218,-121.5182865,Van Dorn sampler,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,61,7700.25,Good,None
2022-05-17T00:00:00Z,22:10:27,SJRST,37.94686848,-121.3402249,Submersible centrifugal pump,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,80,54429.79,Degraded,None
2020-06-10T00:00:00Z,20:09:45,SJRBC,37.97527778,-121.3769444,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,7,570.5,Good,None
2021-05-14T00:00:00Z,21:09:15,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Cocconeis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,BSA,115,83583.07,Good,None
2021-11-17T00:00:00Z,21:12:15,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Planothidium sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Planothidium,sp.,BSA,10,1466.99,Good,None
2022-09-01T00:00:00Z,22:06:49,SAUS,37.82929167,-122.4391389,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,92,5399.78,Degraded,None
2022-10-17T00:00:00Z,22:10:33,SJRBC,37.97527778,-121.3769444,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1471,6159.75,Degraded,None
2022-06-07T00:00:00Z,22:11:27,FT23,38.03305556,-121.6008333,Submersible centrifugal pump,1 meter,NA,Aulacoseira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,sp.,BSA,11,30556.54,Degraded,None
2021-08-18T00:00:00Z,21:12:10,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Bacillaria sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Bacillaria,sp.,BSA,53,53901.73,Good,None
2022-07-14T00:00:00Z,22:11:40,P1S3,38.0324111,-121.60135,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1462,6122.42,Degraded,None
2017-04-11T00:00:00Z,17:12:15,LCT,38.32885,-121.6675306,Van Dorn sampler,1 meter,NA,Stephanodiscus sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Stephanodiscus,sp.,BSA,164,114123.35,Good,None
2022-04-28T00:00:00Z,22:10:00,GRZ,38.10853056,-122.0559806,Submersible centrifugal pump,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,1069,44798.18,Degraded,None
2022-10-27T00:00:00Z,22:09:34,SPB4,38.11516667,-122.3842389,Submersible centrifugal pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,342,22399.09,Degraded,None
2020-10-22T00:00:00Z,20:14:00,DWS62,38.34166667,-121.6438889,Submersible centrifugal pump,1 meter,NA,Cocconeis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,BSA,214,105331.73,Good,None
2021-08-26T00:00:00Z,21:10:45,GRZ@DWR,38.11694444,-122.0397222,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,3620,213222.12,Good,None
2020-06-16T00:00:00Z,20:12:00,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,nannoplanctica,BSA,199,25478.97,Good,None
2022-06-07T00:00:00Z,22:11:05,FT12,38.04638889,-121.5930556,Submersible centrifugal pump,1 meter,NA,cf. Anabaena sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Anabaena,sp.,BSA,54,6161.37,Degraded,None
2022-07-20T00:00:00Z,22:10:03,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,BSA,107,387056.29,Degraded,None
2021-06-30T00:00:00Z,21:10:05,C10A,37.679167,-121.264444,Van Dorn sampler,1 meter,NA,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,BSA,7,8743.82,Good,None
2022-08-09T00:00:00Z,22:09:30,LIB,38.24301111,-121.6842861,Van Dorn sampler,1 meter,NA,Rhodomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Rhodomonas,sp.,BSA,107,109755.55,Degraded,None
2018-05-15T00:00:00Z,18:14:40,MRB,37.89159208,-121.4899492,Submersible centrifugal pump,1 meter,NA,Epithemia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,sp.,BSA,0,148.8,Good,None
2021-08-23T00:00:00Z,21:13:40,LIBWS,38.24458333,-121.6860167,Peristaltic pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,5187,1390.54,Good,None
2022-08-02T00:00:00Z,22:10:15,C10A,37.679167,-121.264444,Van Dorn sampler,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,61,2559.9,Degraded,None
2021-06-15T00:00:00Z,21:09:30,C10A,37.679167,-121.264444,Van Dorn sampler,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,122,466925.05,Good,None
2022-11-01T00:00:00Z,22:09:30,MDM,37.9427017,-121.5341175,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1925,125994.89,Degraded,None
2021-11-16T00:00:00Z,21:10:30,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Navicula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,BSA,61,35710.55,Good,None
2022-07-14T00:00:00Z,22:13:30,P2S2,38.04703056,-121.5992,Submersible centrifugal pump,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,122,6233.53,Degraded,None
2021-12-16T00:00:00Z,21:11:00,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,cf. Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,2005,8399.66,Good,None
2021-10-04T00:00:00Z,21:11:42,SS,38.33616667,-121.672925,Submersible centrifugal pump,1 meter,NA,Sellaphora sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Sellaphora,sp.,BSA,36,19678.41,Good,None
2018-07-26T00:00:00Z,18:14:05,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Encyonema sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Encyonema,sp.,BSA,0,99.14,Good,None
2021-10-05T00:00:00Z,21:10:45,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,1782,104995.74,Good,None
2022-02-08T00:00:00Z,22:10:30,DWS62,38.34166667,-121.6438889,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,2638,11050.22,Good,None
2022-09-01T00:00:00Z,22:09:30,SPB5,38.08174444,-122.3071222,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,727,61687.1,Degraded,None
2022-04-18T00:00:00Z,22:11:47,UGZ,38.132238890000004,-122.0116806,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,5704,335986.37,Degraded,None
2022-08-10T00:00:00Z,22:10:37,SFEI13,38.02833056,-122.37,Phytoplankton net,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,356,11432.87,Degraded,None
2022-10-18T00:00:00Z,22:11:29,SXS,38.19153889,-121.63905,Submersible centrifugal pump,1 meter,NA,Navicula sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Navicula,sp.,BSA,27,15119.39,Degraded,None
2022-07-19T00:00:00Z,22:13:30,MRB,37.89159208,-121.4899492,Submersible centrifugal pump,1 meter,NA,Plagioselmis sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Plagioselmis,sp.,BSA,150,12700.28,Degraded,None
2022-05-19T00:00:00Z,22:09:23,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Cyclotella sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,BSA,7,2852.49,Degraded,None
2021-05-11T00:00:00Z,21:12:30,HOOD,38.36796663,-121.5213432,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,7177,1924.13,Good,None
2021-10-05T00:00:00Z,21:10:45,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,20880,5597.64,Good,None
2022-06-06T00:00:00Z,22:09:15,C10A,37.679167,-121.264444,Van Dorn sampler,1 meter,NA,Nitzschia inconspicua,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,inconspicua,BSA,107,2406.33,Degraded,None
2022-08-31T00:00:00Z,22:09:18,HRS,37.627625,-122.1585639,Submersible centrifugal pump,1 meter,NA,Heterosigma akashiwo,Chromista,Bacillariophyte,Raphidophyceae,Raphidophytes,Heterosigma,akashiwo,BSA,677,1149265.93,Good,None
2021-06-09T00:00:00Z,21:13:50,CFL,38.04953056,-121.88755,Submersible centrifugal pump,1 meter,NA,Pseudostaurosira brevistriata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Pseudostaurosira,brevistriata,BSA,15,2464.55,Good,None
2022-06-07T00:00:00Z,22:10:05,FT03,38.05138889,-121.6077778,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,1711,7167.71,Degraded,None
2022-02-16T00:00:00Z,22:15:30,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Pseudostaurosira brevistriata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Pseudostaurosira,brevistriata,BSA,122,14111.43,Good,None
2021-07-29T00:00:00Z,21:09:10,C10A,37.679167,-121.264444,Submersible centrifugal pump,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,86,326847.54,Good,None
2022-11-02T00:00:00Z,22:13:00,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,Rhoicosphenia abbreviata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Rhoicosphenia,abbreviata,BSA,285,72080.9,Degraded,None
2021-08-18T00:00:00Z,21:14:25,FRK,38.04585,-121.5968,Submersible centrifugal pump,1 meter,NA,Oscillatoria sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Oscillatoria,sp.,BSA,253253,99451964.41,Good,None
2022-06-15T00:00:00Z,22:09:20,SFEI18,37.84666667,-122.4216667,Phytoplankton net,1 meter,NA,Coscinodiscus sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Coscinodiscus,sp.,BSA,2310,165002098.1,Degraded,None
2022-06-21T00:00:00Z,22:12:30,FT15,38.03777778,-121.6175,Submersible centrifugal pump,1 meter,NA,Bacillaria paxillifera,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Bacillaria,paxillifera,BSA,770,631420.24,Degraded,None
2022-08-31T00:00:00Z,22:11:25,GRC,37.53271389,-122.1742306,Submersible centrifugal pump,1 meter,NA,Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,92,73005.04,Degraded,None
2022-07-07T00:00:00Z,22:09:20,SHL,37.63078889,-122.2432,Submersible centrifugal pump,1 meter,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,8793,36834.06,Degraded,None
2022-04-18T00:00:00Z,22:14:28,SPB2,38.0696611,-122.4644389,Submersible centrifugal pump,1 meter,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Eucapsis,microscopica,BSA,14374,3853.36,Degraded,None
2021-12-16T00:00:00Z,21:10:15,TOL,38.07780833,-121.7672861,Submersible centrifugal pump,1 meter,NA,cf. Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Chlorella,sp.,BSA,3318,13896.58,Good,None
2018-10-17T00:00:00Z,18:16:36,SS,38.33616667,-121.672925,Submersible centrifugal pump,1 meter,NA,Cryptomonas sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Cryptomonas,sp.,BSA,6,464.29,Good,None
2022-07-20T00:00:00Z,22:10:41,PPT,38.05944444,-121.5572222,Submersible centrifugal pump,1 meter,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Drepanochloris,nannoselene,BSA,107,293.99,Degraded,None
2019-09-10T00:00:00Z,19:09:45,FPT,38.45601954,-121.5013437,Submersible centrifugal pump,1 meter,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Drepanochloris,nannoselene,BSA,26,151.19,TallyNotMet,None
2022-08-23T00:00:00Z,22:09:45,TWI,38.09661389,-121.6512444,Van Dorn sampler,1 meter,NA,Kephyrion sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Kephyrion,sp.,BSA,317,13273.54,Degraded,None
2018-07-25T00:00:00Z,18:14:25,NFM,38.22333333,-121.5072222,Submersible centrifugal pump,1 meter,Rhopalodia gibba,Epithemia gibba,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,gibba,BSA,0,267.2,Good,None
2020-07-27T00:00:00Z,20:08:25,FPT,38.45601954,-121.5013437,Submersible centrifugal pump,1 meter,NA,Planothidium sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Planothidium,sp.,BSA,7,1334.96,Good,None
2022-10-17T00:00:00Z,22:10:16,TRN,37.9925,-121.4538889,Submersible centrifugal pump,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,107,9316.62,Degraded,None
2021-09-09T00:00:00Z,21:10:16,DWS76,38.53725,-121.5839806,Peristaltic pump,1 meter,NA,Gyrosigma sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Gyrosigma,sp.,BSA,4,13715.87,Good,None
2022-08-30T00:00:00Z,22:10:30,C10A,37.679167,-121.264444,Van Dorn sampler,1 meter,NA,Chrysococcus sp.,Chromista,Bacillariophyte,Chrysophyceae,Chrysophytes,Chrysococcus,sp.,BSA,21,1399.94,Degraded,None
2021-05-13T00:00:00Z,21:08:55,NMR,38.14366944,-121.5595389,Submersible centrifugal pump,1 meter,NA,Diatoma sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Diatoma,sp.,BSA,107,108859.58,Good,None
2016-05-25T00:00:00Z,16:16:00,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Fragilaria sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Fragilaria,sp.,BSA,46,2787.45,Good,None
2021-08-23T00:00:00Z,21:11:43,LIB,38.24301111,-121.6842861,Peristaltic pump,1 meter,NA,Epithemia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Epithemia,sp.,BSA,4,708.26,Good,None
2022-11-15T00:00:00Z,22:16:00,SFEI657,38.15166667,-121.6883306,Phytoplankton net,1 meter,NA,cf. Chroococcus sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Chroococcus,sp.,BSA,244,15999.35,Degraded,None
2021-09-28T00:00:00Z,21:12:23,PP5,38.06223,-121.54922,Van Dorn sampler,1 meter,NA,Bacillaria paxillifera,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Bacillaria,paxillifera,BSA,21,39356.82,Good,None
2022-10-20T00:00:00Z,22:12:32,FPT,38.45601954,-121.5013437,Submersible centrifugal pump,1 meter,NA,Aulacoseira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Aulacoseira,sp.,BSA,166,88196.42,Degraded,None
2022-05-10T00:00:00Z,22:07:30,LIB,38.24301111,-121.6842861,Submersible centrifugal pump,1 meter,NA,Pseudostaurosira brevistriata,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Pseudostaurosira,brevistriata,BSA,856,129018.76,Degraded,None
2022-09-07T00:00:00Z,22:10:42,SB7,37.6463,-122.1639,Submersible centrifugal pump,1 meter,NA,Heterosigma akashiwo,Chromista,Bacillariophyte,Raphidophyceae,Raphidophytes,Heterosigma,akashiwo,BSA,442,315523.84,Good,None
2021-11-16T00:00:00Z,21:15:15,CFL,38.04953056,-121.88755,Submersible centrifugal pump,1 meter,NA,Paralia sulcata,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Paralia,sulcata,BSA,4,2875.31,Good,None
2022-08-03T00:00:00Z,22:12:22,P4S1,38.05531944,-121.5894889,Submersible centrifugal pump,1 meter,NA,Cocconeis sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,sp.,BSA,294,129585.74,Degraded,None
2021-05-18T00:00:00Z,21:09:20,RRI,37.963,-121.365,Van Dorn sampler,1 meter,NA,Diatoma sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Diatoma,sp.,BSA,4,2396.09,Good,None
2022-09-14T00:00:00Z,22:10:30,SLM,37.6742,-122.2178,Submersible centrifugal pump,1 meter,NA,Amphora sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Amphora,sp.,BSA,71,5229.24,Degraded,None
2019-10-24T00:00:00Z,19:12:50,WGC,38.22488056,-121.556725,Submersible centrifugal pump,1 meter,NA,Cyclotella sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Cyclotella,sp.,BSA,107,9071.63,Good,None
2022-07-27T00:00:00Z,22:14:16,FTMI24,37.97388889,-121.5283333,Submersible centrifugal pump,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,92,3666.78,Degraded,None
2021-08-18T00:00:00Z,21:12:05,JPT,38.05214242,-121.6888428,Submersible centrifugal pump,1 meter,NA,cf. Thalassiosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Thalassiosira,sp.,BSA,363,21393.64,Good,None
2022-07-21T00:00:00Z,22:10:05,HOOD,38.36796663,-121.5213432,Submersible centrifugal pump,1 meter,NA,Cymbella sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cymbella,sp.,BSA,214,96272.63,Degraded,None
2019-09-10T00:00:00Z,19:09:00,GRZ,38.10853056,-122.0559806,Van Dorn sampler,1 meter,NA,Nitzschia sp.,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Nitzschia,sp.,BSA,15,1111.36,Good,None
2021-12-02T00:00:00Z,21:13:45,WGA,38.25769218,-121.5182865,Submersible centrifugal pump,1 meter,NA,Melosira sp.,Chromista,Bacillariophyte,Coscinodiscophyceae,Centric Diatoms,Melosira,sp.,BSA,11,49427.87,Good,None
2020-08-27T00:00:00Z,20:12:30,DWS62,38.34166667,-121.6438889,Submersible centrifugal pump,1 meter,NA,Cocconeis placentula,Chromista,Bacillariophyte,Bacillariophyceae,Pennate Diatoms,Cocconeis,placentula,BSA,178,87776.44,Good,None
